Frequency,Most_Recent_Date_Time,Most_Recent_Angle,Most_Recent_Current,Most_Recent_AngleAndCurrent,Most_Recent_AngleChange,Most_Recent_CurrentChange,Most_Recent_AngleAndCurrentChange,Aggregation_Date_Time_Start,Aggregation_Date_Time_End,Aggregation_Count,Min_Angle,Avg_Angle,Max_Angle,Min_Current,Avg_Current,Max_Current,Min_AngleAndCurrent,Avg_AngleAndCurrent,Max_AngleAndCurrent
46050.98,20180515_2142_54,267.16,481.80,748.96,0.2774,0.0056,0.0953,20180515_1514_14,20180515_2142_54,10,245.35,264.74,267.73,481.76,481.88,482.24,727.59,746.62,749.65
46108.54,20180515_2142_54,267.16,481.84,749.00,0.2414,0.0027,0.0879,20180515_1514_14,20180515_2142_54,10,245.35,264.80,267.81,481.68,481.88,482.24,727.59,746.68,749.75
46166.18,20180515_2142_54,267.75,481.84,749.59,0.4312,0.0023,0.1555,20180515_1514_14,20180515_2142_54,10,245.35,264.94,267.81,481.68,481.87,482.21,727.56,746.81,749.75
46223.89,20180515_2142_54,267.75,481.84,749.59,0.3901,0.0019,0.1405,20180515_1514_14,20180515_2142_54,10,245.68,265.17,267.81,481.68,481.87,482.21,727.89,747.04,749.75
46281.67,20180515_2142_54,267.75,481.82,749.57,0.3490,0.0026,0.1230,20180515_1514_14,20180515_2142_54,10,245.68,265.20,268.11,481.65,481.86,482.21,727.89,747.06,750.05
46339.52,20180515_2142_54,267.79,481.82,749.61,0.3288,0.0027,0.1157,20180515_1514_14,20180515_2142_54,10,245.68,265.29,268.21,481.65,481.86,482.22,727.90,747.15,750.13
46397.44,20180515_2142_54,267.79,481.82,749.61,0.2930,0.0028,0.1029,20180515_1514_15,20180515_2142_54,10,246.08,265.35,268.21,481.65,481.86,482.22,728.30,747.21,750.13
46455.44,20180515_2142_54,267.79,481.85,749.64,0.2571,0.0037,0.0943,20180515_1514_15,20180515_2142_54,10,246.08,265.38,268.42,481.61,481.86,482.22,728.30,747.24,750.34
46513.51,20180515_2142_54,267.79,481.85,749.64,0.2327,0.0037,0.0855,20180515_1514_15,20180515_2142_54,10,246.08,265.48,268.42,481.61,481.88,482.24,728.32,747.35,750.34
46571.65,20180515_2142_55,268.38,481.85,750.23,0.4276,0.0037,0.1553,20180515_1514_15,20180515_2142_55,10,246.71,265.84,268.42,481.61,481.88,482.24,728.95,747.71,750.37
46629.86,20180515_2142_55,268.38,481.85,750.23,0.3922,0.0034,0.1425,20180515_1514_15,20180515_2142_55,10,246.71,265.84,268.42,481.69,481.88,482.24,728.95,747.71,750.37
46688.15,20180515_2142_55,268.38,481.84,750.22,0.3571,0.0010,0.1284,20180515_1514_15,20180515_2142_55,10,246.71,265.89,268.42,481.69,481.89,482.36,729.07,747.78,750.34
46746.51,20180515_2142_55,268.38,481.84,750.22,0.3221,0.0008,0.1158,20180515_1514_15,20180515_2142_55,10,247.06,265.93,268.42,481.69,481.89,482.36,729.42,747.82,750.34
46804.94,20180515_2142_55,268.38,481.84,750.22,0.2871,0.0005,0.1030,20180515_1514_15,20180515_2142_55,10,247.06,265.93,268.42,481.73,481.90,482.36,729.42,747.83,750.35
46863.45,20180515_2142_55,268.81,481.84,750.65,0.4228,0.0002,0.1515,20180515_1514_15,20180515_2142_55,10,247.06,266.11,269.04,481.73,481.89,482.25,729.31,748.00,750.96
46922.03,20180515_2142_55,268.81,481.84,750.65,0.3910,0.0001,0.1400,20180515_1514_15,20180515_2142_55,10,247.34,266.29,269.04,481.73,481.89,482.25,729.59,748.18,750.96
46980.68,20180515_2142_55,268.81,481.89,750.70,0.3592,0.0108,0.1355,20180515_1514_15,20180515_2142_55,10,247.34,266.29,269.04,481.69,481.89,482.25,729.59,748.18,750.96
47039.41,20180515_2142_55,268.81,481.89,750.70,0.3285,0.0108,0.1246,20180515_1514_15,20180515_2142_55,10,247.34,266.35,269.08,481.69,481.89,482.25,729.59,748.25,751.02
47098.21,20180515_2142_55,269.04,481.89,750.93,0.3830,0.0108,0.1441,20180515_1514_15,20180515_2142_55,10,247.78,266.60,269.30,481.69,481.89,482.25,730.03,748.50,751.23
47157.08,20180515_2142_55,269.04,481.89,750.93,0.3481,0.0099,0.1310,20180515_1514_16,20180515_2142_55,10,247.78,266.61,269.30,481.69,481.90,482.25,730.03,748.50,751.23
47216.03,20180515_2142_55,269.04,481.86,750.90,0.3132,0.0027,0.1139,20180515_1514_16,20180515_2142_55,10,247.78,266.71,269.66,481.69,481.89,482.24,730.02,748.60,751.63
47275.05,20180515_2142_55,269.62,481.86,751.48,0.4927,0.0021,0.1781,20180515_1514_16,20180515_2142_55,10,248.03,266.99,269.68,481.69,481.89,482.24,730.27,748.88,751.63
47334.14,20180515_2142_56,269.62,481.86,751.48,0.4471,0.0019,0.1616,20180515_1514_16,20180515_2142_56,10,248.03,266.99,269.68,481.65,481.89,482.24,730.27,748.88,751.63
47393.31,20180515_2142_56,269.62,481.85,751.47,0.4124,0.0004,0.1477,20180515_1514_16,20180515_2142_56,10,248.03,267.08,269.70,481.65,481.87,482.25,730.28,748.95,751.67
47452.55,20180515_2142_56,269.63,481.85,751.48,0.3814,0.0005,0.1365,20180515_1514_16,20180515_2142_56,10,248.58,267.20,269.70,481.65,481.87,482.25,730.83,749.07,751.67
47511.87,20180515_2142_56,269.63,481.85,751.48,0.3466,0.0008,0.1238,20180515_1514_16,20180515_2142_56,10,248.58,267.21,269.70,481.63,481.87,482.25,730.83,749.07,751.66
47571.26,20180515_2142_56,269.63,481.82,751.45,0.3125,0.0074,0.1074,20180515_1514_16,20180515_2142_56,10,248.58,267.20,269.69,481.63,481.87,482.20,730.78,749.07,751.65
47630.72,20180515_2142_56,269.62,481.82,751.44,0.2746,0.0074,0.0938,20180515_1514_16,20180515_2142_56,10,248.55,267.21,269.69,481.63,481.87,482.20,730.75,749.07,751.65
47690.26,20180515_2142_56,269.62,481.82,751.44,0.2407,0.0071,0.0818,20180515_1514_16,20180515_2142_56,10,248.55,267.24,269.69,481.67,481.87,482.20,730.75,749.11,751.63
47749.87,20180515_2142_56,269.62,481.80,751.42,0.2068,0.0109,0.0672,20180515_1514_16,20180515_2142_56,10,248.55,267.24,269.69,481.67,481.87,482.25,730.80,749.12,751.65
47809.56,20180515_2142_56,269.61,481.80,751.41,0.1801,0.0104,0.0580,20180515_1514_16,20180515_2142_56,10,248.59,267.39,269.69,481.67,481.87,482.25,730.84,749.26,751.65
47869.32,20180515_2142_56,269.61,481.80,751.41,0.1573,0.0099,0.0501,20180515_1514_16,20180515_2142_56,10,248.59,267.39,269.69,481.69,481.87,482.25,730.84,749.26,751.65
47929.16,20180515_2142_56,269.61,481.85,751.46,0.1344,0.0009,0.0488,20180515_1514_17,20180515_2142_56,10,248.59,267.43,269.99,481.71,481.88,482.28,730.87,749.31,751.93
47989.07,20180515_2142_56,269.88,481.85,751.73,0.2116,0.0008,0.0765,20180515_1514_17,20180515_2142_56,10,249.20,267.60,270.17,481.71,481.88,482.28,731.48,749.48,752.11
48049.06,20180515_2142_56,269.88,481.85,751.73,0.1838,0.0007,0.0664,20180515_1514_17,20180515_2142_56,10,249.20,267.63,270.17,481.68,481.88,482.28,731.48,749.52,752.11
48109.12,20180515_2142_56,269.88,481.85,751.73,0.1640,0.0006,0.0593,20180515_1514_17,20180515_2142_56,10,249.20,267.72,270.32,481.68,481.87,482.20,731.40,749.59,752.29
48169.26,20180515_2142_57,270.25,481.85,752.10,0.2809,0.0005,0.1012,20180515_1514_17,20180515_2142_57,10,249.18,267.89,270.32,481.68,481.86,482.20,731.38,749.76,752.29
48229.47,20180515_2142_57,270.25,481.85,752.10,0.2542,0.0009,0.0919,20180515_1514_17,20180515_2142_57,10,249.18,267.92,270.32,481.68,481.87,482.20,731.38,749.79,752.28
48289.76,20180515_2142_57,270.25,481.81,752.06,0.2276,0.0070,0.0773,20180515_1514_17,20180515_2142_57,10,249.18,267.93,270.32,481.65,481.85,482.20,731.38,749.78,752.28
48350.12,20180515_2142_57,270.25,481.81,752.06,0.2052,0.0061,0.0698,20180515_1514_17,20180515_2142_57,10,249.18,267.95,270.32,481.65,481.85,482.17,731.35,749.80,752.28
48410.56,20180515_2142_57,270.24,481.81,752.05,0.1791,0.0053,0.0610,20180515_1514_17,20180515_2142_57,10,249.72,268.00,270.32,481.65,481.84,482.17,731.89,749.85,752.26
48471.07,20180515_2142_57,270.24,481.75,751.99,0.1569,0.0172,0.0453,20180515_1514_17,20180515_2142_57,10,249.72,268.00,270.31,481.59,481.84,482.17,731.89,749.83,752.25
